name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Rumeli Kavağı,around,,,,,,several,,,,VILLAGE,,,"This is the northernmost settlement on the European side of the strait, and the majority of its 3,560 residents (2024 count) descend from Eastern Black Sea migration — which is what ends up on the plate. The village is known locally for exactly three things: fish, mussels and figs. A Byzantine fortress once stood here and was demolished on Mehmed II's order; excavation has also turned up traces of a Byzantine temple and harbour works beneath the settlement. The catch: nearly every cruise passenger stays aboard for the castle across the water, so there are fewer kitchens open here and no schedu","Get off one stop early, on the European bank, where the fish is the same water and the audience is not.",,,,reported,https://www.google.com/maps/search/?api=1&query=Rumeli%20Kava%C4%9F%C4%B1%20Istanbul,confirmed,2026-08-15,none
Hıdiv Kasrı,around,,,,,,several,,,,PALACE,,,"The Khedive of Egypt — the Ottoman viceroy of a province richer than most of the empire — built his holiday house on this headland in 1907, and it is one of the very few grand houses around Istanbul where you get inside the rooms rather than photographing a façade, because the building now trades as a restaurant and café inside its own public park. The catch is twofold. It is a working hospitality business in a historic shell, so go for the terrace and the grounds rather than for the cooking. And I could not reach a live source to confirm current opening hours in August 2026 — treat the visit ","An Art Nouveau summer palace built in 1907 for the Khedive of Egypt, on a bluff over the Bosphorus.",Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=H%C4%B1div%20Kasr%C4%B1%20Istanbul,unverified,2026-08-15,none
Polonezköy,around,,,,,,several,,,,VILLAGE,,,"Prince Adam Jerzy Czartoryski established the settlement in 1842 for Poles displaced by the failed November Uprising and named it Adampol, a Polish rendering of the Turkish Adamköy; it started with twelve inhabitants and grew through later waves of emigration. Many went home after Poland regained independence in 1918, and those who stayed took Turkish citizenship in 1938. At the 2022 count the village had 346 residents, of whom roughly ninety speak fluent Polish — so what survives is a community held together by memory, a church and a summer festival of Polish folk bands, not a living Polish t","A Polish village in the Beykoz forest, founded in 1842 by an exiled prince and still holding on to the language.",,,,reported,https://www.google.com/maps/search/?api=1&query=Polonezk%C3%B6y%20Istanbul,confirmed,2026-08-15,none
Belgrad Ormanı,around,,,,,,several,,,,FOREST,,,"The forest takes its name from the Serbs deported here after Süleyman the Magnificent's 1521 siege of Belgrade, settled to maintain the water supply. Two Ottoman systems ran through it: the older Kırkçeşme network, rebuilt by Mimar Sinan under Süleyman, and the eighteenth-century Taksim system, whose Mahmud I aqueduct went up at Bahçeköy in 1732. What you actually walk to are the bents — the dammed Ottoman reservoirs — on a 6.5-kilometre marked track that starts at Neşet Suyu, with seven picnic grounds of which Büyük Bent is the busiest. The catch, and it sends people to the wrong district: Ma",Five and a half thousand hectares of forest with Istanbul's Ottoman waterworks buried in it.,,,,reported,https://www.google.com/maps/search/?api=1&query=Belgrad%20Orman%C4%B1%20Istanbul,confirmed,2026-08-15,none
Şile & Ağva,around,,,,,,several,,,,COAST,,,"The Şile lighthouse was built in 1859 by French engineers for Sultan Abdülmecid I and lit in 1860 — a 19-metre octagonal tower carrying eight 925-millimetre catadioptric lenses with a range of 20 nautical miles, electrified since 1968 and open to visitors as a historic site. The town also gives its name to Şile bezi, the crimped cotton cloth sold across Istanbul's bazaars, with a fair for it each summer; the fourteenth-century Genoese castle on Ocaklı Ada was renovated in 2015 to widespread mockery for looking like a cartoon. Ağva sits between the Göksu and the Yeşilçay — the name means 'betwe","Istanbul's Black Sea coast: an 1859 French-built lighthouse, a crimped cotton cloth, and a village between two rivers.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C5%9Eile%20%26%20A%C4%9Fva%20Istanbul,confirmed,2026-08-15,none
Yalova Termal,around,,,,,,several,,,,SPA,,,"The springs at Termal, inland from the port, have been in use since Byzantine times; Evliya Çelebi recorded the Kurşunlu Banyo, the Leaded Bath, in the seventeenth century, and the complex was enlarged under Abdülhamid II and again in the Republic's first decades. Down at Yalova stands the Yürüyen Köşk, the Walking Mansion: built between 21 August and 12 September 1929, it was found the following summer to be having its roof damaged by the branches of an old plane tree, and Atatürk ordered the building moved rather than the tree cut. Railway track was laid beneath the foundations, the terrace ","Seventy minutes across the Marmara to springs the Byzantines bathed in, and a mansion that was moved to spare a tree.",,,,reported,https://www.google.com/maps/search/?api=1&query=Yalova%20Termal%20Istanbul,confirmed,2026-08-15,none
Bandırma,around,,,,,,several,,,,FERRY,,,"This is the crossing rather than the destination. From Bandırma two TCDD trains a day run down to İzmir, the 6 Eylül Ekspresi and the 17 Eylül Ekspresi, which makes ferry-and-train the old civilised way between Turkey's two biggest coastal cities. South of the town lies Lake Kuş — Manyas, 'Bird Paradise' — 24,047 hectares, a national park since 1959, added to the Ramsar list in 1998, with 239 recorded bird species. The catch is real: I could not load İDO's live timetable to confirm current sailings, sailings on this line are limited rather than frequent, and vehicle rules differ by hull type, ",Two hours across the Marmara to the railhead — the route to İzmir that is not a plane.,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Band%C4%B1rma%20Istanbul,unverified,2026-08-15,none
Tarihi Kadıköy Çarşısı — Güneşlibahçe Sokağı,provisioning,,,,,,several,,,,MARKET,,,"The market is not a building, it is a grid of short streets behind Söğütlüçeşme, and Güneşlibahçe Sokağı is its spine — OpenStreetMap maps fishmongers at nos. 1–3, a greengrocer at no. 9, butchers, bakeries and a spice counter inside about eighty metres of each other, with more fish and a butcher's row round the corner on Serasker Caddesi. Buy to the Turkish fishing calendar rather than to a shopping list: commercial fishing runs 1 September to 15 April, so palamut lands from September, lüfer through the autumn and hamsi from late autumn into winter, while between mid-April and the end of Augu","Five minutes uphill from the ferry: the fish row, the butchers and the greengrocers that feed Kadıköy's own kitchens.",,,,reported,https://www.google.com/maps/search/?api=1&query=Tarihi%20Kad%C4%B1k%C3%B6y%20%C3%87ar%C5%9F%C4%B1s%C4%B1%20Istanbul,confirmed,2026-08-15,none
"Mısır Çarşısı — the Spice Bazaar, and what it is now",provisioning,,,,,,several,,,,BAZAAR,,,"Turhan Hatice Sultan, mother of Mehmed IV, commissioned the hall as the revenue arm of the Yeni Cami complex; the court architect Koca Kasım Ağa drew it and it was going up in the last months of 1660, after the Great Fire. There are 85 shops today, and the honest reading is that spice is retreating from them: pre-boxed lokum, pistachio pyramids built for photographs, saffron sold by the gram to people who will never cook with it. One measure of the drift — the Ucuzcular spice house, whose family dates its trade to 1886 and which traded under that name for generations, now runs as Hayfene, sell","Eighty-five shops under a 1660 vault, and fewer of them sell spice every year.",,,,reported,https://www.google.com/maps/search/?api=1&query=M%C4%B1s%C4%B1r%20%C3%87ar%C5%9F%C4%B1s%C4%B1%20Istanbul,confirmed,2026-08-15,none
Hasırcılar Caddesi — the working street,provisioning,,,,,,several,,,,SPICE,,,"Hasırcılar is where the wholesale rhythm survives: coffee roasters, nut and dried-fruit merchants, cheese, pickle and pulse counters, and a fishmonger — OpenStreetMap maps the roaster Kurukahveci Nuri Toplar and the fish counter Taze Balıkçı directly on it, a hundred metres from the bazaar's tourist trade. Quantities here are assumed in kilos rather than gift boxes, prices are lower than inside the hall for the same goods, and nobody presses a sample on you to start a negotiation. The street works on the same clock as the wholesalers: weekday mornings, while the handcarts are still moving, and","The street the bazaar's own traders shop on, running west from the Spice Bazaar's back gate.",,,,reported,https://www.google.com/maps/search/?api=1&query=Has%C4%B1rc%C4%B1lar%20Caddesi%20Istanbul,confirmed,2026-08-15,none
Beşiktaş Balık Çarşısı,provisioning,,,,,,several,,,,FISH,,,"Beşiktaş keeps its fish trade in the covered block behind the square, mapped in OpenStreetMap as Beşiktaş Balık Çarşısı, and unlike the Beyoğlu row it is still a market before it is a restaurant: whole fish on ice, chalked per kilo, gutted and scaled at the counter for nothing. For anyone provisioning off a Bosphorus berth this is the nearest serious fish counter on the European shore — the argument for it over Kadıköy is simply that you do not cross the water with a cold box. The çarşı around it closes the rest of the list inside a hundred metres: nut and dried-fruit counters, helva makers, a","The European side's working fish market, wedged into the çarşı two minutes from the ferry.",,,,reported,https://www.google.com/maps/search/?api=1&query=Be%C5%9Fikta%C5%9F%20Bal%C4%B1k%20%C3%87ar%C5%9F%C4%B1s%C4%B1%20Istanbul,confirmed,2026-08-15,none
Salı Pazarı and the weekly pazar circuit,provisioning,,,,,,several,,,,PAZAR,,,"Worth correcting before you plan a week around it. The Salı Pazarı that Istanbul cooks mean is Kadıköy's, and it no longer stands where the name is remembered: the İSPARK car park on the old ground is still signed Eski Salı Pazarı Otoparkı, while the market itself is mapped up at Hasanpaşa, out towards Kurbağalıdere. Beşiktaş's own weekly street pazar is recorded in OpenStreetMap as a Saturday market, 08:00–20:00, on the ground north-west of Beşiktaş Meydanı, and Bomonti's semt pazarı runs most days with Wednesday off — so the circuit is Tuesday east, Saturday west. The pazar is where price is","Istanbul's Tuesday market is Kadıköy's, not Beşiktaş's — and it has moved from where its name suggests.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y%20Sal%C4%B1%20Pazar%C4%B1%20Istanbul,confirmed,2026-08-15,none
Kadınlar Pazarı,provisioning,,,,,,several,,,,LARDER,,,"This is a community market rather than a general one: the streets around it were settled by families from Siirt and the south-east, and the shops carry what that kitchen needs — otlu peynir threaded with wild herbs, thick pistachios, isot, comb honey, dried pulses — alongside the büryan ocakları where lamb hangs in pit ovens cut into the floor. OpenStreetMap records unusually long trading here, roughly 08:00–22:00 Wednesday to Saturday, 08:00–23:00 on Sunday and from 09:00 Monday and Tuesday, which makes it the one provisioning stop on the historic peninsula still working after the bazaar quar","The Siirt quarter's larder, trading under the Valens Aqueduct at Zeyrek.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1nlar%20Pazar%C4%B1%20Istanbul,confirmed,2026-08-15,none
